,Reference Genom,Node Name,prediction method,mse,rmse
0,bacteria88g_24nodes,218,Univariatn Spline smoothing approximation 1 with degree  1 ,13971.117737495639,118.1994828139939
1,bacteria88g_24nodes,218,Univariatn Spline smoothing approximation 1 with degree  2 ,13187.52782416857,114.83696192502033
2,bacteria88g_24nodes,218,Univariatn Spline smoothing approximation 1 with degree  3 ,13169.381179436657,114.75792425552432
3,bacteria88g_24nodes,218,Univariatn Spline smoothing approximation 2 with degree  1 ,0.5733824829472242,0.7572202341110703
4,bacteria88g_24nodes,218,Univariatn Spline smoothing approximation 2 with degree  2 ,0.5738955593721005,0.7575589477869695
5,bacteria88g_24nodes,218,Univariatn Spline smoothing approximation 2 with degree  3 ,0.5735950389958239,0.7573605739644914
0,bacteria88g_24nodes,218,Generell Spline approximation smoothing s1 with degree  1 ,0.5733824829472242,0.7572202341110703
1,bacteria88g_24nodes,218,Generell Spline approximation smoothing s1 with degree  2 ,0.5738955593721005,0.7575589477869695
2,bacteria88g_24nodes,218,Generell Spline approximation smoothing s1 with degree  3 ,0.5735950389958239,0.7573605739644914
3,bacteria88g_24nodes,218,Generell Spline approximation smoothing s2 with degree  1 ,13971.117737495639,118.1994828139939
4,bacteria88g_24nodes,218,Generell Spline approximation smoothing s2 with degree  2 ,13187.52782416857,114.83696192502033
5,bacteria88g_24nodes,218,Generell Spline approximation smoothing s2 with degree  3 ,13169.381179436657,114.75792425552432
0,bacteria88g_24nodes,219,Polynominal  1,122801.96022723195,350.43110624947656
1,bacteria88g_24nodes,219,Polynominal  2,112573.66200577034,335.5199874907162
2,bacteria88g_24nodes,219,Polynominal  3,110537.67956368689,332.4720733590821
3,bacteria88g_24nodes,219,Polynominal_curve  1,122801.96022723195,350.43110624947656
4,bacteria88g_24nodes,219,Polynominal_curve  2,112573.66200577034,335.5199874907162
5,bacteria88g_24nodes,219,Polynominal_curve  3,110537.67956368689,332.4720733590821
0,bacteria88g_24nodes,219,Log_Polynominal  1,1.323934750383847,1.698464522781578
1,bacteria88g_24nodes,219,Log_Polynominal  2,1.217501866123798,1.558342427497922
2,bacteria88g_24nodes,219,Log_Polynominal  3,1.2129664338314639,1.5517698655899872
3,bacteria88g_24nodes,219,Log_curve  1,inf,inf
4,bacteria88g_24nodes,219,Log_curve  2,inf,inf
5,bacteria88g_24nodes,219,Log_curve  3,inf,inf
0,bacteria88g_24nodes,219,Smoothing Spline,46630.19614583856,215.94026059500476
0,bacteria88g_24nodes,219,Univariatn Spline smoothing approximation 1 with degree  1 ,122801.96022723192,350.43110624947656
1,bacteria88g_24nodes,219,Univariatn Spline smoothing approximation 1 with degree  2 ,112573.66200577034,335.5199874907162
2,bacteria88g_24nodes,219,Univariatn Spline smoothing approximation 1 with degree  3 ,110537.67956368692,332.4720733590822
3,bacteria88g_24nodes,219,Univariatn Spline smoothing approximation 2 with degree  1 ,2.7846184922112616,1.6687176190749775
4,bacteria88g_24nodes,219,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7675054295575927,0.8760738722034762
5,bacteria88g_24nodes,219,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7673746558654215,0.8759992327995622
0,bacteria88g_24nodes,219,Generell Spline approximation smoothing s1 with degree  1 ,2.7846184922112616,1.6687176190749775
1,bacteria88g_24nodes,219,Generell Spline approximation smoothing s1 with degree  2 ,0.7675054295575927,0.8760738722034762
2,bacteria88g_24nodes,219,Generell Spline approximation smoothing s1 with degree  3 ,0.7673746558654215,0.8759992327995622
3,bacteria88g_24nodes,219,Generell Spline approximation smoothing s2 with degree  1 ,122801.96022723192,350.43110624947656
4,bacteria88g_24nodes,219,Generell Spline approximation smoothing s2 with degree  2 ,112573.66200577034,335.5199874907162
5,bacteria88g_24nodes,219,Generell Spline approximation smoothing s2 with degree  3 ,110537.67956368692,332.4720733590822
0,bacteria88g_24nodes,220,Polynominal  1,43620.78021166386,208.85588383300066
1,bacteria88g_24nodes,220,Polynominal  2,43346.79820880806,208.19893901941015
2,bacteria88g_24nodes,220,Polynominal  3,43208.78295365792,207.86722433721465
3,bacteria88g_24nodes,220,Polynominal_curve  1,43620.78021166386,208.85588383300066
4,bacteria88g_24nodes,220,Polynominal_curve  2,43346.79820880806,208.19893901941015
5,bacteria88g_24nodes,220,Polynominal_curve  3,43208.78295365792,207.86722433721465
0,bacteria88g_24nodes,220,Log_Polynominal  1,1.0640565211214938,1.2829673827429648
1,bacteria88g_24nodes,220,Log_Polynominal  2,1.045057943415931,1.2335967802382461
2,bacteria88g_24nodes,220,Log_Polynominal  3,1.0413464468254305,1.2229698822096342
3,bacteria88g_24nodes,220,Log_curve  1,inf,inf
4,bacteria88g_24nodes,220,Log_curve  2,inf,inf
5,bacteria88g_24nodes,220,Log_curve  3,inf,inf
0,bacteria88g_24nodes,220,Smoothing Spline,604.9123505222558,24.594965958957044
0,bacteria88g_24nodes,220,Univariatn Spline smoothing approximation 1 with degree  1 ,43620.78021166388,208.8558838330007
1,bacteria88g_24nodes,220,Univariatn Spline smoothing approximation 1 with degree  2 ,43346.79820880805,208.19893901941012
2,bacteria88g_24nodes,220,Univariatn Spline smoothing approximation 1 with degree  3 ,43208.7829536579,207.8672243372146
3,bacteria88g_24nodes,220,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7050481241183912,0.8396714381937683
4,bacteria88g_24nodes,220,Univariatn Spline smoothing approximation 2 with degree  2 ,0.704739996158982,0.8394879368752013
5,bacteria88g_24nodes,220,Univariatn Spline smoothing approximation 2 with degree  3 ,0.705173972575292,0.8397463739578112
0,bacteria88g_24nodes,220,Generell Spline approximation smoothing s1 with degree  1 ,0.7050481241183912,0.8396714381937683
1,bacteria88g_24nodes,220,Generell Spline approximation smoothing s1 with degree  2 ,0.704739996158982,0.8394879368752013
2,bacteria88g_24nodes,220,Generell Spline approximation smoothing s1 with degree  3 ,0.705173972575292,0.8397463739578112
3,bacteria88g_24nodes,220,Generell Spline approximation smoothing s2 with degree  1 ,43620.78021166388,208.8558838330007
4,bacteria88g_24nodes,220,Generell Spline approximation smoothing s2 with degree  2 ,43346.79820880805,208.19893901941012
5,bacteria88g_24nodes,220,Generell Spline approximation smoothing s2 with degree  3 ,43208.7829536579,207.8672243372146
0,bacteria88g_24nodes,221,Polynominal  1,135869.24309804296,368.604453443041
1,bacteria88g_24nodes,221,Polynominal  2,127586.94895099974,357.1931535612066
2,bacteria88g_24nodes,221,Polynominal  3,119842.57363398396,346.1828615543871
3,bacteria88g_24nodes,221,Polynominal_curve  1,135869.24309804296,368.604453443041
4,bacteria88g_24nodes,221,Polynominal_curve  2,127586.94895099974,357.1931535612066
5,bacteria88g_24nodes,221,Polynominal_curve  3,119842.57363398396,346.1828615543871
0,bacteria88g_24nodes,221,Log_Polynominal  1,1.3547480059448764,1.7350099090923556
1,bacteria88g_24nodes,221,Log_Polynominal  2,1.2272426850212312,1.5722616428178593
2,bacteria88g_24nodes,221,Log_Polynominal  3,1.1892490226032355,1.5163704691803788
3,bacteria88g_24nodes,221,Log_curve  1,inf,inf
4,bacteria88g_24nodes,221,Log_curve  2,inf,inf
5,bacteria88g_24nodes,221,Log_curve  3,inf,inf
0,bacteria88g_24nodes,221,Smoothing Spline,25.83981358294667,5.083287674620301
0,bacteria88g_24nodes,221,Univariatn Spline smoothing approximation 1 with degree  1 ,135869.24309804293,368.60445344304094
1,bacteria88g_24nodes,221,Univariatn Spline smoothing approximation 1 with degree  2 ,127586.94895099974,357.1931535612066
2,bacteria88g_24nodes,221,Univariatn Spline smoothing approximation 1 with degree  3 ,119842.57363398398,346.18286155438716
3,bacteria88g_24nodes,221,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7868765376807619,0.8870606166890523
4,bacteria88g_24nodes,221,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7871126783246261,0.8871937095835531
5,bacteria88g_24nodes,221,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7867722843196728,0.8870018513620322
0,bacteria88g_24nodes,221,Generell Spline approximation smoothing s1 with degree  1 ,0.7868765376807619,0.8870606166890523
1,bacteria88g_24nodes,221,Generell Spline approximation smoothing s1 with degree  2 ,0.7871126783246261,0.8871937095835531
2,bacteria88g_24nodes,221,Generell Spline approximation smoothing s1 with degree  3 ,0.7862159226649091,0.8866881766804546
3,bacteria88g_24nodes,221,Generell Spline approximation smoothing s2 with degree  1 ,135869.24309804293,368.60445344304094
4,bacteria88g_24nodes,221,Generell Spline approximation smoothing s2 with degree  2 ,127586.94895099974,357.1931535612066
5,bacteria88g_24nodes,221,Generell Spline approximation smoothing s2 with degree  3 ,119842.57363398398,346.18286155438716
0,bacteria88g_24nodes,222,Polynominal  1,95421.31775393484,308.90341169034514
1,bacteria88g_24nodes,222,Polynominal  2,91677.11298520614,302.7822864455683
2,bacteria88g_24nodes,222,Polynominal  3,84769.18632416565,291.15148346550745
3,bacteria88g_24nodes,222,Polynominal_curve  1,95421.31775393484,308.90341169034514
4,bacteria88g_24nodes,222,Polynominal_curve  2,91677.11298520614,302.7822864455683
5,bacteria88g_24nodes,222,Polynominal_curve  3,84769.18632416562,291.1514834655074
0,bacteria88g_24nodes,222,Log_Polynominal  1,1.324642366928332,1.6993209580806399
1,bacteria88g_24nodes,222,Log_Polynominal  2,1.2107897785144952,1.5485941562215961
2,bacteria88g_24nodes,222,Log_Polynominal  3,1.1765480497732512,1.496633148316541
3,bacteria88g_24nodes,222,Log_curve  1,inf,inf
4,bacteria88g_24nodes,222,Log_curve  2,inf,inf
5,bacteria88g_24nodes,222,Log_curve  3,inf,inf
0,bacteria88g_24nodes,222,Smoothing Spline,28705.75892970723,169.4277395520203
0,bacteria88g_24nodes,222,Univariatn Spline smoothing approximation 1 with degree  1 ,95421.31775393485,308.90341169034514
1,bacteria88g_24nodes,222,Univariatn Spline smoothing approximation 1 with degree  2 ,91677.11298520616,302.7822864455683
2,bacteria88g_24nodes,222,Univariatn Spline smoothing approximation 1 with degree  3 ,84769.18632416567,291.15148346550745
3,bacteria88g_24nodes,222,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7675105789171146,0.8760768110828608
4,bacteria88g_24nodes,222,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7673926701041299,0.8760095148479439
5,bacteria88g_24nodes,222,Univariatn Spline smoothing approximation 2 with degree  3 ,0.767625626450929,0.8761424692656606
0,bacteria88g_24nodes,222,Generell Spline approximation smoothing s1 with degree  1 ,0.7674973610016566,0.8760692672395582
1,bacteria88g_24nodes,222,Generell Spline approximation smoothing s1 with degree  2 ,0.7674162318465674,0.8760229630817719
2,bacteria88g_24nodes,222,Generell Spline approximation smoothing s1 with degree  3 ,0.767625626450929,0.8761424692656606
3,bacteria88g_24nodes,222,Generell Spline approximation smoothing s2 with degree  1 ,95421.31775393485,308.90341169034514
4,bacteria88g_24nodes,222,Generell Spline approximation smoothing s2 with degree  2 ,91677.11298520616,302.7822864455683
5,bacteria88g_24nodes,222,Generell Spline approximation smoothing s2 with degree  3 ,84769.18632416567,291.15148346550745
0,bacteria88g_24nodes,223,Polynominal  1,125616.49774842737,354.4241777142572
1,bacteria88g_24nodes,223,Polynominal  2,115648.76168090788,340.0717007939765
2,bacteria88g_24nodes,223,Polynominal  3,115633.22214360845,340.0488525838728
3,bacteria88g_24nodes,223,Polynominal_curve  1,125616.49774842737,354.4241777142572
4,bacteria88g_24nodes,223,Polynominal_curve  2,115648.76168090788,340.0717007939765
5,bacteria88g_24nodes,223,Polynominal_curve  3,115633.22214360845,340.0488525838728
0,bacteria88g_24nodes,223,Log_Polynominal  1,1.3277990510483362,1.7031313340949976
1,bacteria88g_24nodes,223,Log_Polynominal  2,1.248091376458555,1.6012115149086437
2,bacteria88g_24nodes,223,Log_Polynominal  3,1.2419822499251347,1.5928419461332555
3,bacteria88g_24nodes,223,Log_curve  1,inf,inf
4,bacteria88g_24nodes,223,Log_curve  2,inf,inf
5,bacteria88g_24nodes,223,Log_curve  3,inf,inf
0,bacteria88g_24nodes,223,Smoothing Spline,41973.59659792474,204.8745874868934
0,bacteria88g_24nodes,223,Univariatn Spline smoothing approximation 1 with degree  1 ,125616.49774842737,354.4241777142572
1,bacteria88g_24nodes,223,Univariatn Spline smoothing approximation 1 with degree  2 ,115648.76168090788,340.0717007939765
2,bacteria88g_24nodes,223,Univariatn Spline smoothing approximation 1 with degree  3 ,115633.22214360842,340.04885258387276
3,bacteria88g_24nodes,223,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7674944247138556,0.8760675914071103
4,bacteria88g_24nodes,223,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7671166058033444,0.8758519314378113
5,bacteria88g_24nodes,223,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7672270130876503,0.8759149576800537
0,bacteria88g_24nodes,223,Generell Spline approximation smoothing s1 with degree  1 ,0.7674944247138556,0.8760675914071103
1,bacteria88g_24nodes,223,Generell Spline approximation smoothing s1 with degree  2 ,0.7671166058033444,0.8758519314378113
2,bacteria88g_24nodes,223,Generell Spline approximation smoothing s1 with degree  3 ,0.7672270130876503,0.8759149576800537
3,bacteria88g_24nodes,223,Generell Spline approximation smoothing s2 with degree  1 ,125616.49774842737,354.4241777142572
4,bacteria88g_24nodes,223,Generell Spline approximation smoothing s2 with degree  2 ,115648.76168090788,340.0717007939765
5,bacteria88g_24nodes,223,Generell Spline approximation smoothing s2 with degree  3 ,115633.22214360842,340.04885258387276
0,bacteria88g_24nodes,224,Polynominal  1,74642.60952418321,273.20799681594826
1,bacteria88g_24nodes,224,Polynominal  2,65539.9887909978,256.00779048887904
2,bacteria88g_24nodes,224,Polynominal  3,65538.77686814501,256.00542351314556
3,bacteria88g_24nodes,224,Polynominal_curve  1,74642.60952418318,273.2079968159482
4,bacteria88g_24nodes,224,Polynominal_curve  2,65539.9887909978,256.00779048887904
5,bacteria88g_24nodes,224,Polynominal_curve  3,65538.77686814501,256.00542351314556
0,bacteria88g_24nodes,224,Log_Polynominal  1,1.3546650180201565,1.734913461910312
1,bacteria88g_24nodes,224,Log_Polynominal  2,1.195557584688997,1.525963368313402
2,bacteria88g_24nodes,224,Log_Polynominal  3,1.1852587261153191,1.5102321315698777
3,bacteria88g_24nodes,224,Log_curve  1,inf,inf
4,bacteria88g_24nodes,224,Log_curve  2,inf,inf
5,bacteria88g_24nodes,224,Log_curve  3,inf,inf
0,bacteria88g_24nodes,224,Smoothing Spline,5982.760570869731,77.34830683906229
0,bacteria88g_24nodes,224,Univariatn Spline smoothing approximation 1 with degree  1 ,74642.6095241832,273.20799681594826
1,bacteria88g_24nodes,224,Univariatn Spline smoothing approximation 1 with degree  2 ,65539.98879099781,256.0077904888791
2,bacteria88g_24nodes,224,Univariatn Spline smoothing approximation 1 with degree  3 ,65538.776868145,256.0054235131455
3,bacteria88g_24nodes,224,Univariatn Spline smoothing approximation 2 with degree  1 ,0.764271213015159,0.8742260651657322
4,bacteria88g_24nodes,224,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7647616104168541,0.8745064953542965
5,bacteria88g_24nodes,224,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7642876757964394,0.8742354807467148
0,bacteria88g_24nodes,224,Generell Spline approximation smoothing s1 with degree  1 ,0.764271213015159,0.8742260651657322
1,bacteria88g_24nodes,224,Generell Spline approximation smoothing s1 with degree  2 ,0.7647616104168541,0.8745064953542965
2,bacteria88g_24nodes,224,Generell Spline approximation smoothing s1 with degree  3 ,0.7642876757964394,0.8742354807467148
3,bacteria88g_24nodes,224,Generell Spline approximation smoothing s2 with degree  1 ,74642.6095241832,273.20799681594826
4,bacteria88g_24nodes,224,Generell Spline approximation smoothing s2 with degree  2 ,65539.98879099781,256.0077904888791
5,bacteria88g_24nodes,224,Generell Spline approximation smoothing s2 with degree  3 ,65538.776868145,256.0054235131455
0,bacteria88g_24nodes,225,Polynominal  1,56222.32128940077,237.11246548716238
1,bacteria88g_24nodes,225,Polynominal  2,51665.92367342138,227.30139390998326
2,bacteria88g_24nodes,225,Polynominal  3,49009.36250034057,221.38058293432277
3,bacteria88g_24nodes,225,Polynominal_curve  1,56222.32128940077,237.11246548716238
4,bacteria88g_24nodes,225,Polynominal_curve  2,51665.92367342138,227.30139390998326
5,bacteria88g_24nodes,225,Polynominal_curve  3,49009.36250034057,221.38058293432277
0,bacteria88g_24nodes,225,Log_Polynominal  1,1.274567178453228,1.636485849312849
1,bacteria88g_24nodes,225,Log_Polynominal  2,1.2099076814434875,1.5473031746994268
2,bacteria88g_24nodes,225,Log_Polynominal  3,1.2081646240939108,1.5447452675000668
3,bacteria88g_24nodes,225,Log_curve  1,inf,inf
4,bacteria88g_24nodes,225,Log_curve  2,inf,inf
5,bacteria88g_24nodes,225,Log_curve  3,inf,inf
0,bacteria88g_24nodes,225,Smoothing Spline,11596.162660429136,107.68548026743966
0,bacteria88g_24nodes,225,Univariatn Spline smoothing approximation 1 with degree  1 ,56222.32128940076,237.11246548716235
1,bacteria88g_24nodes,225,Univariatn Spline smoothing approximation 1 with degree  2 ,51665.92367342138,227.30139390998326
