,Reference Genom,Node Name,prediction method,mse,rmse
2,bacteria30g_24nodes,215,Univariatn Spline smoothing approximation 1 with degree  3 ,113959.82700963494,337.5793640162783
3,bacteria30g_24nodes,215,Univariatn Spline smoothing approximation 2 with degree  1 ,0.6220164290906037,0.7886801817534176
4,bacteria30g_24nodes,215,Univariatn Spline smoothing approximation 2 with degree  2 ,0.6221583092860641,0.7887701244887918
5,bacteria30g_24nodes,215,Univariatn Spline smoothing approximation 2 with degree  3 ,0.6220436459487164,0.7886974362508835
0,bacteria30g_24nodes,215,Generell Spline approximation smoothing s1 with degree  1 ,0.6220164290906037,0.7886801817534176
1,bacteria30g_24nodes,215,Generell Spline approximation smoothing s1 with degree  2 ,0.6221583092860641,0.7887701244887918
2,bacteria30g_24nodes,215,Generell Spline approximation smoothing s1 with degree  3 ,0.6220436459487164,0.7886974362508835
3,bacteria30g_24nodes,215,Generell Spline approximation smoothing s2 with degree  1 ,132520.52466804773,364.033686172101
4,bacteria30g_24nodes,215,Generell Spline approximation smoothing s2 with degree  2 ,114019.70343599984,337.6680373325255
5,bacteria30g_24nodes,215,Generell Spline approximation smoothing s2 with degree  3 ,113959.82700963494,337.5793640162783
0,bacteria30g_24nodes,216,Polynominal  1,32331.885352272977,179.81069309769364
1,bacteria30g_24nodes,216,Polynominal  2,26446.390965633796,162.6234637610262
2,bacteria30g_24nodes,216,Polynominal  3,10418.847697835312,102.0727568836823
3,bacteria30g_24nodes,216,Polynominal_curve  1,32331.885352272973,179.81069309769364
4,bacteria30g_24nodes,216,Polynominal_curve  2,26446.390965633796,162.6234637610262
5,bacteria30g_24nodes,216,Polynominal_curve  3,10418.847697835312,102.0727568836823
0,bacteria30g_24nodes,216,Log_Polynominal  1,1.1375966798776624,1.4319703106085817
1,bacteria30g_24nodes,216,Log_Polynominal  2,1.0946630526396999,1.3508626854354107
2,bacteria30g_24nodes,216,Log_Polynominal  3,1.0495119523677237,1.2458649720639006
3,bacteria30g_24nodes,216,Log_curve  1,inf,inf
4,bacteria30g_24nodes,216,Log_curve  2,inf,inf
5,bacteria30g_24nodes,216,Log_curve  3,inf,inf
0,bacteria30g_24nodes,216,Smoothing Spline,190.6593720389457,13.807945974653352
0,bacteria30g_24nodes,216,Univariatn Spline smoothing approximation 1 with degree  1 ,32331.885352272973,179.81069309769364
1,bacteria30g_24nodes,216,Univariatn Spline smoothing approximation 1 with degree  2 ,26446.390965633775,162.62346376102613
2,bacteria30g_24nodes,216,Univariatn Spline smoothing approximation 1 with degree  3 ,10418.847697835316,102.07275688368232
3,bacteria30g_24nodes,216,Univariatn Spline smoothing approximation 2 with degree  1 ,0.6574872614725327,0.8108558820607598
4,bacteria30g_24nodes,216,Univariatn Spline smoothing approximation 2 with degree  2 ,0.6574003837286088,0.8108023086601375
5,bacteria30g_24nodes,216,Univariatn Spline smoothing approximation 2 with degree  3 ,0.6569799215016948,0.8105429794290336
0,bacteria30g_24nodes,216,Generell Spline approximation smoothing s1 with degree  1 ,0.6574872614725327,0.8108558820607598
1,bacteria30g_24nodes,216,Generell Spline approximation smoothing s1 with degree  2 ,0.6574003837286088,0.8108023086601375
2,bacteria30g_24nodes,216,Generell Spline approximation smoothing s1 with degree  3 ,0.6569799215016948,0.8105429794290336
3,bacteria30g_24nodes,216,Generell Spline approximation smoothing s2 with degree  1 ,32331.885352272973,179.81069309769364
4,bacteria30g_24nodes,216,Generell Spline approximation smoothing s2 with degree  2 ,26446.390965633775,162.62346376102613
5,bacteria30g_24nodes,216,Generell Spline approximation smoothing s2 with degree  3 ,10418.847697835316,102.07275688368232
0,bacteria30g_24nodes,217,Polynominal  1,55980.04149082125,236.601017518567
1,bacteria30g_24nodes,217,Polynominal  2,49883.63888374847,223.34645482690894
2,bacteria30g_24nodes,217,Polynominal  3,45017.50530405655,212.17329074145158
3,bacteria30g_24nodes,217,Polynominal_curve  1,55980.04149082125,236.601017518567
4,bacteria30g_24nodes,217,Polynominal_curve  2,49883.63888374847,223.34645482690894
5,bacteria30g_24nodes,217,Polynominal_curve  3,45017.50530405655,212.17329074145158
0,bacteria30g_24nodes,217,Log_Polynominal  1,1.4321506938366828,1.8208692943227205
1,bacteria30g_24nodes,217,Log_Polynominal  2,1.389408909436388,1.7744299500445704
2,bacteria30g_24nodes,217,Log_Polynominal  3,1.3604418913111918,1.7416028760453808
3,bacteria30g_24nodes,217,Log_curve  1,inf,1.3321247159321711e+197
4,bacteria30g_24nodes,217,Log_curve  2,inf,1.7774509948531088e+213
5,bacteria30g_24nodes,217,Log_curve  3,inf,5.01198005695388e+213
0,bacteria30g_24nodes,217,Smoothing Spline,12429.42397406556,111.48732651770585
0,bacteria30g_24nodes,217,Univariatn Spline smoothing approximation 1 with degree  1 ,55980.04149082125,236.601017518567
1,bacteria30g_24nodes,217,Univariatn Spline smoothing approximation 1 with degree  2 ,49883.63888374847,223.34645482690894
2,bacteria30g_24nodes,217,Univariatn Spline smoothing approximation 1 with degree  3 ,45017.505304056554,212.1732907414516
3,bacteria30g_24nodes,217,Univariatn Spline smoothing approximation 2 with degree  1 ,26.32508219608224,5.130797423021322
4,bacteria30g_24nodes,217,Univariatn Spline smoothing approximation 2 with degree  2 ,0.20270154644809663,0.45022388480410125
5,bacteria30g_24nodes,217,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7791278054147347,0.8826821655696544
0,bacteria30g_24nodes,217,Generell Spline approximation smoothing s1 with degree  1 ,5.640028915857984,2.374874505286118
1,bacteria30g_24nodes,217,Generell Spline approximation smoothing s1 with degree  2 ,0.20270154644809663,0.45022388480410125
2,bacteria30g_24nodes,217,Generell Spline approximation smoothing s1 with degree  3 ,0.7792221434588621,0.8827356022382139
3,bacteria30g_24nodes,217,Generell Spline approximation smoothing s2 with degree  1 ,55980.04149082125,236.601017518567
4,bacteria30g_24nodes,217,Generell Spline approximation smoothing s2 with degree  2 ,49883.63888374847,223.34645482690894
5,bacteria30g_24nodes,217,Generell Spline approximation smoothing s2 with degree  3 ,45017.505304056554,212.1732907414516
0,bacteria30g_24nodes,218,Polynominal  1,252198.92232480584,502.1941082139513
1,bacteria30g_24nodes,218,Polynominal  2,236930.83153164652,486.75541243179464
2,bacteria30g_24nodes,218,Polynominal  3,223827.0287578851,473.103613131294
3,bacteria30g_24nodes,218,Polynominal_curve  1,252198.92232480584,502.1941082139513
4,bacteria30g_24nodes,218,Polynominal_curve  2,236930.83153164652,486.75541243179464
5,bacteria30g_24nodes,218,Polynominal_curve  3,223827.0287578851,473.103613131294
0,bacteria30g_24nodes,218,Log_Polynominal  1,1.3831952124775866,1.7674854620788314
1,bacteria30g_24nodes,218,Log_Polynominal  2,1.2533025268697595,1.608280069019633
2,bacteria30g_24nodes,218,Log_Polynominal  3,1.2504701513757224,1.6044461143262054
3,bacteria30g_24nodes,218,Log_curve  1,inf,inf
4,bacteria30g_24nodes,218,Log_curve  2,inf,inf
5,bacteria30g_24nodes,218,Log_curve  3,inf,inf
0,bacteria30g_24nodes,218,Smoothing Spline,17.615353018106482,4.19706480985301
0,bacteria30g_24nodes,218,Univariatn Spline smoothing approximation 1 with degree  1 ,252198.92232480593,502.1941082139514
1,bacteria30g_24nodes,218,Univariatn Spline smoothing approximation 1 with degree  2 ,236930.83153164643,486.7554124317946
2,bacteria30g_24nodes,218,Univariatn Spline smoothing approximation 1 with degree  3 ,223827.0287578851,473.103613131294
3,bacteria30g_24nodes,218,Univariatn Spline smoothing approximation 2 with degree  1 ,0.5527962271879616,0.7435026746340336
4,bacteria30g_24nodes,218,Univariatn Spline smoothing approximation 2 with degree  2 ,0.5527879327820455,0.7434970966870318
5,bacteria30g_24nodes,218,Univariatn Spline smoothing approximation 2 with degree  3 ,0.07087665787881596,0.26622670391757464
0,bacteria30g_24nodes,218,Generell Spline approximation smoothing s1 with degree  1 ,0.5527962271879616,0.7435026746340336
1,bacteria30g_24nodes,218,Generell Spline approximation smoothing s1 with degree  2 ,0.5527879327820455,0.7434970966870318
2,bacteria30g_24nodes,218,Generell Spline approximation smoothing s1 with degree  3 ,0.07087665787881596,0.26622670391757464
3,bacteria30g_24nodes,218,Generell Spline approximation smoothing s2 with degree  1 ,252198.92232480593,502.1941082139514
4,bacteria30g_24nodes,218,Generell Spline approximation smoothing s2 with degree  2 ,236930.83153164643,486.7554124317946
5,bacteria30g_24nodes,218,Generell Spline approximation smoothing s2 with degree  3 ,223827.0287578851,473.103613131294
0,bacteria30g_24nodes,219,Polynominal  1,85794.85485574043,292.9075875694251
1,bacteria30g_24nodes,219,Polynominal  2,54991.66659184007,234.50302043223255
2,bacteria30g_24nodes,219,Polynominal  3,40754.87556401528,201.87836824190768
3,bacteria30g_24nodes,219,Polynominal_curve  1,85794.85485574043,292.9075875694251
4,bacteria30g_24nodes,219,Polynominal_curve  2,54991.66659184007,234.50302043223255
5,bacteria30g_24nodes,219,Polynominal_curve  3,40754.875564015274,201.87836824190768
0,bacteria30g_24nodes,219,Log_Polynominal  1,1.7202166364045215,2.088638063266618
1,bacteria30g_24nodes,219,Log_Polynominal  2,1.3082478256224845,1.6792578024779043
2,bacteria30g_24nodes,219,Log_Polynominal  3,1.3025460424035176,1.672168736501897
3,bacteria30g_24nodes,219,Log_curve  1,inf,9.600478100959965e+182
4,bacteria30g_24nodes,219,Log_curve  2,inf,7.432635822379234e+165
5,bacteria30g_24nodes,219,Log_curve  3,inf,1.2597530658652722e+199
0,bacteria30g_24nodes,219,Smoothing Spline,15012.269829089682,122.52456826730581
0,bacteria30g_24nodes,219,Univariatn Spline smoothing approximation 1 with degree  1 ,85794.85485574043,292.9075875694251
1,bacteria30g_24nodes,219,Univariatn Spline smoothing approximation 1 with degree  2 ,54991.666591840076,234.50302043223255
2,bacteria30g_24nodes,219,Univariatn Spline smoothing approximation 1 with degree  3 ,40754.875564015274,201.87836824190768
3,bacteria30g_24nodes,219,Univariatn Spline smoothing approximation 2 with degree  1 ,0.8133551466283061,0.9018620441222184
4,bacteria30g_24nodes,219,Univariatn Spline smoothing approximation 2 with degree  2 ,0.8126925932106728,0.901494644027724
5,bacteria30g_24nodes,219,Univariatn Spline smoothing approximation 2 with degree  3 ,0.8126777087269883,0.901486388542272
0,bacteria30g_24nodes,219,Generell Spline approximation smoothing s1 with degree  1 ,0.8133551466283061,0.9018620441222184
1,bacteria30g_24nodes,219,Generell Spline approximation smoothing s1 with degree  2 ,0.8126925932106728,0.901494644027724
2,bacteria30g_24nodes,219,Generell Spline approximation smoothing s1 with degree  3 ,0.8126777087269883,0.901486388542272
3,bacteria30g_24nodes,219,Generell Spline approximation smoothing s2 with degree  1 ,85794.85485574043,292.9075875694251
4,bacteria30g_24nodes,219,Generell Spline approximation smoothing s2 with degree  2 ,54991.666591840076,234.50302043223255
5,bacteria30g_24nodes,219,Generell Spline approximation smoothing s2 with degree  3 ,40754.875564015274,201.87836824190768
0,bacteria30g_24nodes,220,Polynominal  1,126679.10926373163,355.9200883115923
1,bacteria30g_24nodes,220,Polynominal  2,126674.35374992026,355.9134076568629
2,bacteria30g_24nodes,220,Polynominal  3,98363.79547279734,313.63002960940673
3,bacteria30g_24nodes,220,Polynominal_curve  1,126679.10926373163,355.9200883115923
4,bacteria30g_24nodes,220,Polynominal_curve  2,126674.35374992026,355.9134076568629
5,bacteria30g_24nodes,220,Polynominal_curve  3,98363.79547279734,313.63002960940673
0,bacteria30g_24nodes,220,Log_Polynominal  1,1.435428615588219,1.8243401120999125
1,bacteria30g_24nodes,220,Log_Polynominal  2,1.400607431342855,1.78681742404683
2,bacteria30g_24nodes,220,Log_Polynominal  3,1.3949429266625373,1.7805718435104347
3,bacteria30g_24nodes,220,Log_curve  1,inf,inf
4,bacteria30g_24nodes,220,Log_curve  2,inf,inf
5,bacteria30g_24nodes,220,Log_curve  3,inf,inf
0,bacteria30g_24nodes,220,Smoothing Spline,720.5303096506622,26.842695647990762
0,bacteria30g_24nodes,220,Univariatn Spline smoothing approximation 1 with degree  1 ,126679.1092637316,355.9200883115922
1,bacteria30g_24nodes,220,Univariatn Spline smoothing approximation 1 with degree  2 ,126674.35374992022,355.91340765686283
2,bacteria30g_24nodes,220,Univariatn Spline smoothing approximation 1 with degree  3 ,98363.79547279736,313.63002960940673
3,bacteria30g_24nodes,220,Univariatn Spline smoothing approximation 2 with degree  1 ,0.6219565005561377,0.7886421879129583
4,bacteria30g_24nodes,220,Univariatn Spline smoothing approximation 2 with degree  2 ,0.6220377420402089,0.7886936934198275
5,bacteria30g_24nodes,220,Univariatn Spline smoothing approximation 2 with degree  3 ,0.6220368591027582,0.7886931336728868
0,bacteria30g_24nodes,220,Generell Spline approximation smoothing s1 with degree  1 ,0.6219565005561377,0.7886421879129583
1,bacteria30g_24nodes,220,Generell Spline approximation smoothing s1 with degree  2 ,0.6220377420402089,0.7886936934198275
2,bacteria30g_24nodes,220,Generell Spline approximation smoothing s1 with degree  3 ,0.6220368591027582,0.7886931336728868
3,bacteria30g_24nodes,220,Generell Spline approximation smoothing s2 with degree  1 ,126679.1092637316,355.9200883115922
4,bacteria30g_24nodes,220,Generell Spline approximation smoothing s2 with degree  2 ,126674.35374992022,355.91340765686283
5,bacteria30g_24nodes,220,Generell Spline approximation smoothing s2 with degree  3 ,98363.79547279736,313.63002960940673
0,bacteria30g_24nodes,221,Polynominal  1,200260.4405548726,447.50468215972063
1,bacteria30g_24nodes,221,Polynominal  2,197907.95406107188,444.8684682701977
2,bacteria30g_24nodes,221,Polynominal  3,197792.22625152848,444.7383795576097
3,bacteria30g_24nodes,221,Polynominal_curve  1,200260.4405548726,447.50468215972063
4,bacteria30g_24nodes,221,Polynominal_curve  2,197907.95406107188,444.8684682701977
5,bacteria30g_24nodes,221,Polynominal_curve  3,197792.22625152848,444.7383795576097
0,bacteria30g_24nodes,221,Log_Polynominal  1,1.6534974564313656,2.032261657222134
1,bacteria30g_24nodes,221,Log_Polynominal  2,1.576418532744694,1.9633499046604017
2,bacteria30g_24nodes,221,Log_Polynominal  3,1.5695362318113968,1.9569784071967469
3,bacteria30g_24nodes,221,Log_curve  1,inf,1.384349505771811e+243
4,bacteria30g_24nodes,221,Log_curve  2,inf,5.1025379155994284e+228
5,bacteria30g_24nodes,221,Log_curve  3,inf,1.6904716890152285e+232
0,bacteria30g_24nodes,221,Smoothing Spline,25177.04333952294,158.6727555049163
0,bacteria30g_24nodes,221,Univariatn Spline smoothing approximation 1 with degree  1 ,200260.44055487253,447.5046821597206
1,bacteria30g_24nodes,221,Univariatn Spline smoothing approximation 1 with degree  2 ,197907.95406107194,444.86846827019775
2,bacteria30g_24nodes,221,Univariatn Spline smoothing approximation 1 with degree  3 ,197792.2262515285,444.7383795576097
3,bacteria30g_24nodes,221,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7868163765660124,0.887026705666753
4,bacteria30g_24nodes,221,Univariatn Spline smoothing approximation 2 with degree  2 ,0.786802192603265,0.8870187104020213
5,bacteria30g_24nodes,221,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7867794861332885,0.8870059109911774
0,bacteria30g_24nodes,221,Generell Spline approximation smoothing s1 with degree  1 ,0.7868163765660124,0.887026705666753
1,bacteria30g_24nodes,221,Generell Spline approximation smoothing s1 with degree  2 ,0.786802192603265,0.8870187104020213
2,bacteria30g_24nodes,221,Generell Spline approximation smoothing s1 with degree  3 ,0.7867794861332885,0.8870059109911774
3,bacteria30g_24nodes,221,Generell Spline approximation smoothing s2 with degree  1 ,200260.44055487253,447.5046821597206
4,bacteria30g_24nodes,221,Generell Spline approximation smoothing s2 with degree  2 ,197907.95406107194,444.86846827019775
5,bacteria30g_24nodes,221,Generell Spline approximation smoothing s2 with degree  3 ,197792.2262515285,444.7383795576097
0,bacteria30g_24nodes,222,Polynominal  1,75803.02215537401,275.3234863853319
1,bacteria30g_24nodes,222,Polynominal  2,46776.97080606584,216.27984373506894
2,bacteria30g_24nodes,222,Polynominal  3,44287.186591374855,210.4452104263123
3,bacteria30g_24nodes,222,Polynominal_curve  1,75803.022155374,275.3234863853318
4,bacteria30g_24nodes,222,Polynominal_curve  2,46776.97080606584,216.27984373506894
5,bacteria30g_24nodes,222,Polynominal_curve  3,44287.186591374855,210.4452104263123
0,bacteria30g_24nodes,222,Log_Polynominal  1,1.7440409419440597,2.108109116699333
1,bacteria30g_24nodes,222,Log_Polynominal  2,1.325089116685028,1.6998612313500392
2,bacteria30g_24nodes,222,Log_Polynominal  3,1.324997691514584,1.6997506942435137
3,bacteria30g_24nodes,222,Log_curve  1,inf,2.603250673546431e+185
4,bacteria30g_24nodes,222,Log_curve  2,inf,3.90741525278775e+181
5,bacteria30g_24nodes,222,Log_curve  3,inf,6.827492738248364e+187
0,bacteria30g_24nodes,222,Smoothing Spline,14270.608193030672,119.45965089950109
0,bacteria30g_24nodes,222,Univariatn Spline smoothing approximation 1 with degree  1 ,75803.02215537401,275.3234863853319
1,bacteria30g_24nodes,222,Univariatn Spline smoothing approximation 1 with degree  2 ,46776.97080606584,216.27984373506894
2,bacteria30g_24nodes,222,Univariatn Spline smoothing approximation 1 with degree  3 ,44287.18659137485,210.44521042631226
3,bacteria30g_24nodes,222,Univariatn Spline smoothing approximation 2 with degree  1 ,0.7941809312625695,0.8911682957009689
4,bacteria30g_24nodes,222,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7937846643209504,0.8909459379339189
5,bacteria30g_24nodes,222,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7937190211815947,0.8909090981585016
0,bacteria30g_24nodes,222,Generell Spline approximation smoothing s1 with degree  1 ,0.7941809312625695,0.8911682957009689
1,bacteria30g_24nodes,222,Generell Spline approximation smoothing s1 with degree  2 ,0.7937846643209504,0.8909459379339189
2,bacteria30g_24nodes,222,Generell Spline approximation smoothing s1 with degree  3 ,0.7937190211815947,0.8909090981585016
3,bacteria30g_24nodes,222,Generell Spline approximation smoothing s2 with degree  1 ,75803.02215537401,275.3234863853319
4,bacteria30g_24nodes,222,Generell Spline approximation smoothing s2 with degree  2 ,46776.97080606584,216.27984373506894
5,bacteria30g_24nodes,222,Generell Spline approximation smoothing s2 with degree  3 ,44287.18659137485,210.44521042631226
0,bacteria30g_24nodes,223,Polynominal  1,183843.59346370373,428.7698607221638
1,bacteria30g_24nodes,223,Polynominal  2,172690.18262666615,415.56008305257876
2,bacteria30g_24nodes,223,Polynominal  3,151707.61907453515,389.49662267410633
3,bacteria30g_24nodes,223,Polynominal_curve  1,183843.59346370373,428.7698607221638
4,bacteria30g_24nodes,223,Polynominal_curve  2,172690.18262666615,415.56008305257876
5,bacteria30g_24nodes,223,Polynominal_curve  3,151707.61907453515,389.49662267410633
0,bacteria30g_24nodes,223,Log_Polynominal  1,1.8049589111156847,2.156452673714344
1,bacteria30g_24nodes,223,Log_Polynominal  2,1.6756812740219245,2.0513218419176042
2,bacteria30g_24nodes,223,Log_Polynominal  3,1.5847000632662926,1.970966926221204
3,bacteria30g_24nodes,223,Log_curve  1,inf,3.904816299092878e+175
4,bacteria30g_24nodes,223,Log_curve  2,inf,8.332223821325349e+174
5,bacteria30g_24nodes,223,Log_curve  3,inf,3.7349655686656965e+209
0,bacteria30g_24nodes,223,Smoothing Spline,60191.6353537125,245.33983645896666
0,bacteria30g_24nodes,223,Univariatn Spline smoothing approximation 1 with degree  1 ,183843.59346370376,428.7698607221638
1,bacteria30g_24nodes,223,Univariatn Spline smoothing approximation 1 with degree  2 ,172690.18262666618,415.56008305257876
2,bacteria30g_24nodes,223,Univariatn Spline smoothing approximation 1 with degree  3 ,151707.61907453518,389.49662267410633
3,bacteria30g_24nodes,223,Univariatn Spline smoothing approximation 2 with degree  1 ,0.8126393640493996,0.9014651208168842
4,bacteria30g_24nodes,223,Univariatn Spline smoothing approximation 2 with degree  2 ,0.8120601713410077,0.9011438127962749
5,bacteria30g_24nodes,223,Univariatn Spline smoothing approximation 2 with degree  3 ,0.8126921788363286,0.9014944142014019
0,bacteria30g_24nodes,223,Generell Spline approximation smoothing s1 with degree  1 ,0.8126393640493996,0.9014651208168842
1,bacteria30g_24nodes,223,Generell Spline approximation smoothing s1 with degree  2 ,0.8120601713410077,0.9011438127962749
2,bacteria30g_24nodes,223,Generell Spline approximation smoothing s1 with degree  3 ,0.8126812379599136,0.9014883459922893
3,bacteria30g_24nodes,223,Generell Spline approximation smoothing s2 with degree  1 ,183843.59346370376,428.7698607221638
4,bacteria30g_24nodes,223,Generell Spline approximation smoothing s2 with degree  2 ,172690.18262666618,415.56008305257876
5,bacteria30g_24nodes,223,Generell Spline approximation smoothing s2 with degree  3 ,151707.61907453518,389.49662267410633
0,bacteria30g_24nodes,224,Polynominal  1,100940.46324262967,317.7112891331211
1,bacteria30g_24nodes,224,Polynominal  2,98961.6508908592,314.58170781350145
2,bacteria30g_24nodes,224,Polynominal  3,74154.0003573339,272.3123213468937
3,bacteria30g_24nodes,224,Polynominal_curve  1,100940.46324262967,317.7112891331211
4,bacteria30g_24nodes,224,Polynominal_curve  2,98961.6508908592,314.58170781350145
5,bacteria30g_24nodes,224,Polynominal_curve  3,74154.0003573339,272.3123213468937
0,bacteria30g_24nodes,224,Log_Polynominal  1,1.3798863207722694,1.7637662276851618
1,bacteria30g_24nodes,224,Log_Polynominal  2,1.343275177778419,1.7215774790216227
2,bacteria30g_24nodes,224,Log_Polynominal  3,1.3303477682346967,1.7061958010172178
3,bacteria30g_24nodes,224,Log_curve  1,inf,1.6567636949329234e+230
4,bacteria30g_24nodes,224,Log_curve  2,inf,2.6300029243253054e+263
5,bacteria30g_24nodes,224,Log_curve  3,inf,1.8984055998584402e+257
0,bacteria30g_24nodes,224,Smoothing Spline,7793.862524967541,88.28285521531086
0,bacteria30g_24nodes,224,Univariatn Spline smoothing approximation 1 with degree  1 ,100940.46324262967,317.7112891331211
1,bacteria30g_24nodes,224,Univariatn Spline smoothing approximation 1 with degree  2 ,98961.65089085921,314.58170781350145
2,bacteria30g_24nodes,224,Univariatn Spline smoothing approximation 1 with degree  3 ,74154.0003573339,272.3123213468937
3,bacteria30g_24nodes,224,Univariatn Spline smoothing approximation 2 with degree  1 ,93.72726451921702,9.681284239150147
4,bacteria30g_24nodes,224,Univariatn Spline smoothing approximation 2 with degree  2 ,0.7817902059458548,0.8841890103059723
5,bacteria30g_24nodes,224,Univariatn Spline smoothing approximation 2 with degree  3 ,0.7816915968202656,0.8841332460779119
0,bacteria30g_24nodes,224,Generell Spline approximation smoothing s1 with degree  1 ,89.75781350920504,9.474060033016734
1,bacteria30g_24nodes,224,Generell Spline approximation smoothing s1 with degree  2 ,0.7817902059458548,0.8841890103059723
2,bacteria30g_24nodes,224,Generell Spline approximation smoothing s1 with degree  3 ,0.7816915968202656,0.8841332460779119
3,bacteria30g_24nodes,224,Generell Spline approximation smoothing s2 with degree  1 ,100940.46324262967,317.7112891331211
4,bacteria30g_24nodes,224,Generell Spline approximation smoothing s2 with degree  2 ,98961.65089085921,314.58170781350145
5,bacteria30g_24nodes,224,Generell Spline approximation smoothing s2 with degree  3 ,74154.0003573339,272.3123213468937
0,bacteria30g_24nodes,225,Polynominal  1,127382.37156947152,356.9066706710194
1,bacteria30g_24nodes,225,Polynominal  2,99828.60933066341,315.95665736088455
2,bacteria30g_24nodes,225,Polynominal  3,97339.63506936723,311.9930048404407
3,bacteria30g_24nodes,225,Polynominal_curve  1,127382.37156947152,356.9066706710194
4,bacteria30g_24nodes,225,Polynominal_curve  2,99828.60933066341,315.95665736088455
5,bacteria30g_24nodes,225,Polynominal_curve  3,97339.63506936723,311.9930048404407
0,bacteria30g_24nodes,225,Log_Polynominal  1,1.6485033650903556,2.0279254263812145
1,bacteria30g_24nodes,225,Log_Polynominal  2,1.3679956428313436,1.7502764287781498
2,bacteria30g_24nodes,225,Log_Polynominal  3,1.3678871897196316,1.7501524775753472
3,bacteria30g_24nodes,225,Log_curve  1,inf,1.1509740553859861e+180
4,bacteria30g_24nodes,225,Log_curve  2,inf,4.170252564474364e+178
