234 , 4,5M , GCF_011040495.1_ASM1104049v1_genomic.fna
235 , 4,3M , GCF_011044155.1_ASM1104415v1_genomic.fna
236 , 3,3M , GCF_011044175.1_ASM1104417v1_genomic.fna
237 , 1,9M , GCF_011044195.1_ASM1104419v1_genomic.fna
238 , 5,1M , GCF_011044215.1_ASM1104421v1_genomic.fna
239 , 4,2M , GCF_011044255.1_ASM1104425v1_genomic.fna
240 , 2,2M , GCF_011044275.1_ASM1104427v1_genomic.fna
241 , 2,2M , GCF_011044295.1_ASM1104429v1_genomic.fna
242 , 2,3M , GCF_011044315.1_ASM1104431v1_genomic.fna
243 , 2,3M , GCF_011044335.1_ASM1104433v1_genomic.fna
244 , 5,1M , GCF_011044355.1_ASM1104435v1_genomic.fna
245 , 7,2M , GCF_011044415.1_ASM1104441v1_genomic.fna
246 , 4,9M , GCF_011044475.1_ASM1104447v1_genomic.fna
247 , 7,7M , GCF_011044495.1_ASM1104449v1_genomic.fna
248 , 5,4M , GCF_011045215.1_ASM1104521v1_genomic.fna
249 , 4,7M , GCF_011045235.1_ASM1104523v1_genomic.fna
250 , 5,1M , GCF_011045255.1_ASM1104525v1_genomic.fna
251 , 5,0M , GCF_011045275.1_ASM1104527v1_genomic.fna
252 , 5,0M , GCF_011045295.1_ASM1104529v1_genomic.fna
253 , 4,9M , GCF_011045315.1_ASM1104531v1_genomic.fna
254 , 5,1M , GCF_011045335.1_ASM1104533v1_genomic.fna
255 , 5,0M , GCF_011045355.1_ASM1104535v1_genomic.fna
256 , 6,2M , GCF_011045375.1_ASM1104537v1_genomic.fna
257 , 2,1M , GCF_011045395.1_ASM1104539v1_genomic.fna
258 , 2,1M , GCF_011045415.1_ASM1104541v1_genomic.fna
259 , 2,1M , GCF_011045435.1_ASM1104543v1_genomic.fna
260 , 5,0M , GCF_011045475.1_ASM1104547v1_genomic.fna
261 , 4,6M , GCF_011045495.1_ASM1104549v1_genomic.fna
262 , 3,0M , GCF_011045535.1_ASM1104553v1_genomic.fna
263 , 1007K , GCF_011045555.1_ASM1104555v1_genomic.fna
264 , 4,0M , GCF_011045575.1_ASM1104557v1_genomic.fna
265 , 5,7M , GCF_011045595.1_ASM1104559v1_genomic.fna
266 , 4,5M , GCF_011045615.1_ASM1104561v1_genomic.fna
267 , 4,5M , GCF_011045635.1_ASM1104563v1_genomic.fna
268 , 4,5M , GCF_011045655.1_ASM1104565v1_genomic.fna
269 , 5,7M , GCF_011045675.1_ASM1104567v1_genomic.fna
270 , 5,7M , GCF_011045695.1_ASM1104569v1_genomic.fna
271 , 4,7M , GCF_011045715.1_ASM1104571v1_genomic.fna
272 , 4,8M , GCF_011045735.1_ASM1104573v1_genomic.fna
273 , 2,0M , GCF_011045755.1_ASM1104575v1_genomic.fna
274 , 5,7M , GCF_011045775.1_ASM1104577v1_genomic.fna
275 , 4,2M , GCF_011045795.1_ASM1104579v1_genomic.fna
276 , 4,5M , GCF_011045815.1_ASM1104581v1_genomic.fna
277 , 4,0M , GCF_011045835.1_ASM1104583v1_genomic.fna
278 , 4,0M , GCF_011045855.1_ASM1104585v1_genomic.fna
279 , 4,7M , GCF_011045875.1_ASM1104587v1_genomic.fna
280 , 4,7M , GCF_011045895.1_ASM1104589v1_genomic.fna
281 , 4,3M , GCF_011046025.1_ASM1104602v1_genomic.fna
282 , 5,2M , GCF_011046245.1_ASM1104624v1_genomic.fna
283 , 3,8M , GCF_011046485.1_ASM1104648v1_genomic.fna
284 , 5,0M , GCF_011046535.1_ASM1104653v1_genomic.fna
285 , 3,9M , GCF_011046555.1_ASM1104655v1_genomic.fna
286 , 7,0M , GCF_011046735.1_ASM1104673v1_genomic.fna
287 , 4,9M , GCF_011046895.1_ASM1104689v1_genomic.fna
288 , 2,5M , GCF_011046975.1_ASM1104697v1_genomic.fna
289 , 2,9M , GCF_011047135.1_ASM1104713v1_genomic.fna
290 , 3,0M , GCF_011047315.1_ASM1104731v1_genomic.fna
291 , 4,8M , GCF_011057955.1_ASM1105795v1_genomic.fna
292 , 3,8M , GCF_011057975.1_ASM1105797v1_genomic.fna
293 , 5,3M , GCF_011058275.1_ASM1105827v1_genomic.fna
294 , 9,7M , GCF_011058295.1_ASM1105829v1_genomic.fna
295 , 3,2M , GCF_011058315.1_ASM1105831v1_genomic.fna
296 , 2,2M , GCF_011058635.1_ASM1105863v1_genomic.fna
297 , 2,2M , GCF_011058655.1_ASM1105865v1_genomic.fna
298 , 2,2M , GCF_011058675.1_ASM1105867v1_genomic.fna
299 , 1,5M , GCF_011058695.1_ASM1105869v1_genomic.fna
300 , 1,4M , GCF_011058715.1_ASM1105871v1_genomic.fna
301 , 1,5M , GCF_011058735.1_ASM1105873v1_genomic.fna
302 , 1,5M , GCF_011058755.1_ASM1105875v1_genomic.fna
303 , 1,3M , GCF_011058775.1_ASM1105877v1_genomic.fna
304 , 1,3M , GCF_011058795.1_ASM1105879v1_genomic.fna
305 , 7,1M , GCF_011064245.1_ASM1106424v1_genomic.fna
306 , 3,7M , GCF_011064265.1_ASM1106426v1_genomic.fna
307 , 4,5M , GCF_011064285.1_ASM1106428v1_genomic.fna
308 , 4,6M , GCF_011064575.1_ASM1106457v1_genomic.fna
309 , 2,3M , GCF_011064785.1_ASM1106478v1_genomic.fna
310 , 3,3M , GCF_011064825.1_ASM1106482v1_genomic.fna
311 , 4,8M , GCF_011064845.1_ASM1106484v1_genomic.fna
312 , 2,4M , GCF_011065325.1_ASM1106532v1_genomic.fna
313 , 5,3M , GCF_011065365.1_ASM1106536v1_genomic.fna
314 , 3,4M , GCF_011065405.1_ASM1106540v1_genomic.fna
315 , 5,6M , GCF_011066505.1_ASM1106650v1_genomic.fna
316 , 4,2M , GCF_011066545.1_ASM1106654v1_genomic.fna
317 , 3,8M , GCF_011067065.1_ASM1106706v1_genomic.fna
318 , 5,1M , GCF_011067085.1_ASM1106708v1_genomic.fna
319 , 3,4M , GCF_011067105.1_ASM1106710v1_genomic.fna
320 , 4,4M , GCF_011067225.1_ASM1106722v1_genomic.fna
321 , 5,3M , GCF_011067245.1_ASM1106724v1_genomic.fna
322 , 4,5M , GCF_011068285.1_ASM1106828v1_genomic.fna
323 , 4,4M , GCF_011068345.1_ASM1106834v1_genomic.fna
324 , 5,4M , GCF_011068365.1_ASM1106836v1_genomic.fna
325 , 12M , GCF_011068405.5_ASM1106840v5_genomic.fna
326 , 4,2M , GCF_011082085.1_ASM1108208v1_genomic.fna
327 , 2,3M , GCF_011082485.1_ASM1108248v1_genomic.fna
328 , 2,3M , GCF_011082725.1_ASM1108272v1_genomic.fna
329 , 3,8M , GCF_011100445.1_ASM1110044v1_genomic.fna
330 , 2,3M , GCF_011100465.1_ASM1110046v1_genomic.fna
331 , 4,9M , GCF_011100485.1_ASM1110048v1_genomic.fna
332 , 5,6M , GCF_011106605.1_ASM1110660v1_genomic.fna
333 , 5,6M , GCF_011106775.1_ASM1110677v1_genomic.fna
334 , 5,4M , GCF_011106795.1_ASM1110679v1_genomic.fna
335 , 7,0M , GCF_011106815.1_ASM1110681v1_genomic.fna
336 , 4,8M , GCF_011106835.1_ASM1110683v1_genomic.fna
337 , 4,5M , GCF_011106855.1_ASM1110685v1_genomic.fna
338 , 7,4M , GCF_011128975.1_ASM1112897v1_genomic.fna
339 , 5,7M , GCF_011129215.1_ASM1112921v1_genomic.fna
340 , 5,4M , GCF_011149255.1_ASM1114925v1_genomic.fna
341 , 2,4M , GCF_011149495.1_ASM1114949v1_genomic.fna
342 , 4,0M , GCF_011149675.1_ASM1114967v1_genomic.fna
343 , 2,9M , GCF_011193375.1_ASM1119337v1_genomic.fna
344 , 2,3M , GCF_011207455.1_ASM1120745v1_genomic.fna
345 , 5,5M , GCF_011212705.1_ASM1121270v1_genomic.fna
346 , 4,6M , GCF_011220525.1_PaenibacERICV_HGAP3_2SC_genomic.fna
347 , 4,8M , GCF_011290365.1_ASM1129036v1_genomic.fna
348 , 5,8M , GCF_011290405.1_ASM1129040v1_genomic.fna
349 , 5,7M , GCF_011290425.1_ASM1129042v1_genomic.fna
350 , 5,7M , GCF_011290445.1_ASM1129044v1_genomic.fna
351 , 5,7M , GCF_011290465.1_ASM1129046v1_genomic.fna
352 , 2,9M , GCF_011290485.1_ASM1129048v1_genomic.fna
353 , 3,5M , GCF_011290545.1_ASM1129054v1_genomic.fna
354 , 1,8M , GCF_011290565.1_ASM1129056v1_genomic.fna
355 , 5,2M , GCF_011290605.1_ASM1129060v1_genomic.fna
356 , 5,8M , GCF_011290675.2_ASM1129067v2_genomic.fna
357 , 2,3M , GCF_011299095.1_ASM1129909v1_genomic.fna
358 , 4,3M , GCF_011299335.1_ASM1129933v1_genomic.fna
359 , 4,2M , GCF_011299555.1_ASM1129955v1_genomic.fna
360 , 3,6M , GCF_011299575.1_ASM1129957v1_genomic.fna
361 , 4,1M , GCF_011299595.1_ASM1129959v1_genomic.fna
362 , 2,3M , GCF_011299615.1_ASM1129961v1_genomic.fna
363 , 3,7M , GCF_011300215.1_ASM1130021v1_genomic.fna
364 , 2,7M , GCF_011300455.1_ASM1130045v1_genomic.fna
365 , 2,2M , GCF_011300685.1_ASM1130068v1_genomic.fna
366 , 3,3M , GCF_011300875.1_ASM1130087v1_genomic.fna
367 , 2,2M , GCF_011301115.1_ASM1130111v1_genomic.fna
368 , 2,3M , GCF_011301715.1_ASM1130171v1_genomic.fna
369 , 2,0M , GCF_011302055.1_ASM1130205v1_genomic.fna
370 , 2,7M , GCF_011302915.1_ASM1130291v1_genomic.fna
371 , 6,2M , GCF_011303555.1_ASM1130355v1_genomic.fna
372 , 3,1M , GCF_011303755.1_ASM1130375v1_genomic.fna
373 , 1,5M , GCF_011303955.1_ASM1130395v1_genomic.fna
374 , 3,0M , GCF_011304195.1_ASM1130419v1_genomic.fna
375 , 1,6M , GCF_011304355.1_ASM1130435v1_genomic.fna
376 , 3,4M , GCF_011304595.2_ASM1130459v2_genomic.fna
377 , 5,0M , GCF_011304815.1_ASM1130481v1_genomic.fna
378 , 5,1M , GCF_011305335.1_ASM1130533v1_genomic.fna
379 , 6,1M , GCF_011305535.1_ASM1130553v1_genomic.fna
380 , 5,0M , GCF_011305775.1_ASM1130577v1_genomic.fna
381 , 6,6M , GCF_011305995.1_ASM1130599v1_genomic.fna
382 , 3,1M , GCF_011306175.1_ASM1130617v1_genomic.fna
383 , 4,6M , GCF_011326135.1_ASM1132613v1_genomic.fna
384 , 5,4M , GCF_011330935.2_ASM1133093v2_genomic.fna
385 , 4,8M , GCF_011331065.1_ASM1133106v1_genomic.fna
386 , 5,1M , GCF_011331215.2_ASM1133121v2_genomic.fna
387 , 2,9M , GCF_011382965.1_ASM1138296v1_genomic.fna
388 , 3,2M , GCF_011382985.1_ASM1138298v1_genomic.fna
389 , 4,0M , GCF_011383005.1_ASM1138300v1_genomic.fna
390 , 3,9M , GCF_011383025.1_ASM1138302v1_genomic.fna
391 , 3,9M , GCF_011383045.1_ASM1138304v1_genomic.fna
392 , 2,0M , GCF_011383065.1_ASM1138306v1_genomic.fna
393 , 4,7M , GCF_011383085.1_ASM1138308v1_genomic.fna
394 , 4,8M , GCF_011386925.1_ASM1138692v1_genomic.fna
395 , 4,4M , GCF_011386965.1_ASM1138696v1_genomic.fna
396 , 4,7M , GCF_011387015.1_ASM1138701v1_genomic.fna
397 , 2,0M , GCF_011387195.1_ASM1138719v1_genomic.fna
398 , 3,1M , GCF_011388195.1_ASM1138819v1_genomic.fna
